id,SIREN,ANNEE_CREATION,target_delta_1st_round,NAME,TAGLINE,ZIPCODE,HQ REGION,HQ COUNTRY,HQ CITY,TEAM (EDITORIAL),target_total_funding,fundoing_new,LAST FUNDING,LAST FUNDING DATE,FIRST FUNDING DATE,B2B/B2C,REVENUE MODEL,10_launch_year,11_industry_simplified,INDUSTRIES,SUB INDUSTRIES,DELIVERY METHOD,GROWTH STAGE,VALUATION (EUR),VALUATION DATE,target_rounds,FOUNDERS,0_founders_number,6_was_1_change_founders,FOUNDERS STATUSES,5_has_female,5_bis_mixte?,FOUNDERS GENDERS,FOUNDERS ACADEMIC BACKGROUND,FOUNDERS YEARS OF EDUCATION,4_phd_founder,FOUNDERS HAS A PHD,7_MBA,FOUNDERS HAS A MBA,FOUNDERS HIGHEST DEGREE YEAR,FOUNDERS UNIVERSITIES,FOUNDERS COMPANY EXPERIENCE,FOUNDERS LINKEDIN,FOUNDERS - TOP 25 PAST FOUNDERS,FOUNDERS - TOP 25 UNIVERSITIES,FOUNDERS EXPERIENCE,FOUNDERS FOUNDED COMPANIES TOTAL FUNDING,FOUNDERS IS SERIAL,3_one_founder_serial,3_one_founder_was_serial_at_creation,IS FOUNDERS FIRST COMPANY,LISTS,PRIVATE LISTS,COMPANY STATUS,ALL TAGS,FOUNDERS ESTIMATED AGE,FOUNDERS POSITION,CEO,CEO SINCE,2_ceo_profile,8_age_moyen,CEO ESTIMATED AGE,CEO ACADEMIC BACKGROUND,1_ceo_serial,NUMBER OF ALUMNI FOUNDERS THAT RAISED > 10M,NUMBER OF ALUMNI EUROPEAN FOUNDERS THAT RAISED > 10M,TECHNOLOGIES
1479918,802536862,27/5/2014,9,BIOMAE,Biomonitoring tools to measure contamination and toxicity of aquatic environments,01500,Europe,France,Château-Gaillard,"Guillaume Jubeaux (CTO,Co-Founder,President);Olivier Geffard (Co-Founder);Arnaud Chaumot (Co-Founder);Laurent Viviani (Co-Founder)",0.85,0.85,0.85,mar/2015,Mar-15,,,2014,santé,health,,,seed stage,3400000-5100000,mar/2015,1,Guillaume Jubeaux;Olivier Geffard;Arnaud Chaumot;Laurent Viviani,4+,1,current;past;past;past,0,0,male;male;male;male,University; Engineer; University; Business School,6; 5; 7; 2,1,yes;no;no;yes,1,no;no;no;yes,2012;2004; 2002; 2000,Université Clauder Bernard Lyon 1; EIGSI; Université Clauder Bernard Lyon 1; EM Lyon,Research; corporate; research; corporate,https://www.linkedin.com/in/guillaume-jubeaux-73346685/;#N/A;#N/A;https://www.linkedin.com/in/laurent-viviani-40366731/,no;no;no;no,no;no;no;no,4; 9; 3; 17,850000;850000;850000;850000,no;no;no;no,0,0,yes;yes;yes;yes,,Morphais list 3;Morphais Dataset B;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;morphais_10112020_list_3;SoET;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health,40; 40; 35; 40,CEO; past; past; past,Guillaume Jubeaux,2012,scientific,40,40,Université Clauder Bernard Lyon 1,0,,,
892145,811312719,11/5/2015,12,Walnut Algorythm,Artificial Intelligence for Investment Management,75002,Europe,France,Paris,Pierre-Edouard Stérin (Investor);Adrien Pain (CTO);Basile Mayeur (Data Science Researcher);Guillaume Vidal (CEO);Kevin Lourd (COO);Lionel Limery (Head of Trading Strategy);Damien Mourot (Data Science Researcher);Carl Levasseur (Data Scientist);Tristan Marechaux (Data Science Researcher);Michael Blot (Co-head of Research),0.83,0.83,0.42,jul/2017,Jun-16,business,,2014,autres,fintech,investing,,early growth stage,1623018-2434527,jun/2016,2,Adrien Pain;Basile Mayeur;Guillaume Vidal;Kevin Lourd;Lionel Limery,3,0,current;current;current,0,0,male;male;male,Business School; Business school; University,7; 6; 6,1,no; no; yes,0,no; no; no,2015; 2014; 2019,Imperial College London; ESSEC; university,corporate; corporate; research,https://www.linkedin.com/in/painadrien/;https://www.linkedin.com/in/basile-mayeur/;https://www.linkedin.com/in/vidalghm/;https://www.linkedin.com/in/kevin-lourd-3394b025/;#N/A,no;no;no;no;no,no;no;yes;no;no,3; 3; 0,825754;825754;825754;825754;825754,no; no; no,0,0,yes; yes; yes,Artificial intelligence,Stripe Companies;AI by industry;Armenia investor portoflio import #1;Morphais list 3;Morphais Dataset B;BCG Fintech Research;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;morphais_10112020_list_3;SoET;bvd_companies_oct;savings_and_wealth_management_mckinsey_14_12_2020;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,fintech;investing;lending;consulting services;trading;banking;neurology;asset management;image recognition;business,30; 30; 30,CEO; COO; CTO,Guillaume Vidal,2014,business,30,30,Imperial College London,0,,,deep tech;machine learning;artificial intelligence
1678088,830614376,15/6/2017,23,Nutri'Earth,Markets a range of products dedicated to seniors and made from insects,,Europe,France,Lille,Thomas Dormigny (Co-Founder);Charles-Antoine Destailleur (Co-Founder);Jérémy Defrize (Co-Founder),0.8,0.8,0.8,jun/2019,Jun-19,consumer,manufacturing;marketplace & ecommerce,2017,santé,health;food,innovative food,,seed stage,3200000-4800000,jun/2019,1,Thomas Dormigny;Charles-Antoine Destailleur;Jérémy Defrize,3,0,current;current;current,0,0,male;male;male,University; University; university,2; 5; 8,1,no; no; yes,0,no; no; no,2002; 2013; 2014,Lycée Valentine l'Abbé; Université Lille 2; IRBI,corporate: corporate; research,https://www.linkedin.com/in/thomas-dormigny-303a129b/;https://www.linkedin.com/in/charles-antoine-destailleur-4309bb63/;https://www.linkedin.com/in/j%C3%A9r%C3%A9my-defrize-591a58105/,no;no;no,no;no;no,9; 7; 9,800000;800000;800000,no; no; no,0,0,yes; yes; yes,,My saved companies;SoET;pl_techstack_2020_11_24_success,operational,health;food;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);consumer;manufacturing;marketplace & ecommerce,40; 35; 40,CTO; CEO; CTO,Charles-Antoine Destailleur,2017,business,35,35,Université Lille 2,0,,,
1478161,749872818,27/2/2012,26,WiN MS,Wire network monitoring solutions for the reduction in risks associated with wiring malfunctions,,Europe,France,Orsay,Arnaud Peltier,0.8,0.8,0.8,may/2014,May-14,business,,2012,vide,,,,seed stage,3200000-4800000,may/2014,1,Arnaud Peltier,1,0,current,0,0,male,mixte,9,0,no,1,yes,2007,HEC,corporate,#N/A,no,no,10,800000,no,0,0,yes,,TS1 Morphais;TS1 sublist 2;Morphais Joined List;Morphais Dataset B;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;Import App Links;SoET;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,monitoring;risk management;business,40,CEO,Arnaud Peltier,2011,business,40,40,HEC,0,,,
1683486,840236574,1/6/2018,19,Seekyo Therapeutics,Committed to providing cancer patients with therapeutic treatments to prevent side effects,86000,Europe,France,Poitiers,"Oury Chetboun (CEO,Co-Founder);Sébastien Papot (Co-Founder,CSO)",0.8,0.8,0.8,jan/2020,Jan-20,consumer,,2018,santé,health,pharmaceutical;biotechnology,,seed stage,3200000-4800000,jan/2020,1,Oury Chetboun;Sébastien Papot,2,0,current; current,0,0,male; male,Business School;#N/A ,6; #N/A,0,no; #N/A,1,yes; #N/A,2009; #N/A,IMD; #N/A,corporate; research,https://www.linkedin.com/in/ouryc/;https://www.linkedin.com/in/s%C3%A9bastien-papot-8ba62715/,no;no,no;no,19; #N/A,800000;800000,"no, #N/A",0,0,yes; #N/A,,Aquitaine Ecosystem;My saved companies;Top european Angels investments;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;bvd_companies_oct;pl_techstack_2020_11_24_success,operational,health;biotechnology;oncology;european health catapult 2020 (eit health);european health catapult (eit health);consumer,40; 40,CEO; CSO,Oury Chetboun,2018,business,40,40,IMD,0,,,
1660612,842788069,21/9/2018,0,ProovStation,ProovStation - New Standard of Automated Vehicle Inspection,69002,Europe,France,Lyon,"Gabriel Tissandier (Co-Founder,General Director)",0.73,0.73,0.73,apr/2019,Oct-18,business,,2018,autres,transportation,,,early growth stage,2909090-4363636,apr/2019,2,Gabriel Tissandier,2,0,current; current,0,0,male; male,mixte; university,5; 6,0,no; no,0,no; no,2015; 2015,ESCP; Columbia University,corporate; corporate,https://www.linkedin.com/in/gabrieltissandier/,no,no,9; 3,727272,yes; no,1,1,no; yes,missed_deeptech,AI by industry;hunting;My saved companies;European Startup Prize for mobility 2020;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;employee fix;bvd_2019_pred;bvd_matching_oct_2020;rounds check;SoET;guessing9400;bvd_companies_oct;pl_techstack_2020_11_24_success,operational,transportation;vivatech2019;automated process;automated technology;automotive;cloud computing;rental;business,35; 30,CEO; CTO,Gabriel Tissandier,2018,#N/A,35,35,ESCP,1,,,blockchain;deep tech;machine learning;artificial intelligence
1662621,834837346,16/1/2018,7,Kapsera.com,Offers natural and innovative formulations for microbials based biofertilizers and biopesticides,75001,Europe,France,Paris,Antoine Drevelle (CEO),0.72,0.72,0.72,mar/2019,Sep-18,business,manufacturing,2018,autres,food,,,early growth stage,2872727-4309090,mar/2019,2,,1,1,past,0,0,male,#N/A,8,1,yes,0,no,#N/A,#N/A,#N/A,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,,Tagging;My saved companies;armenia_18_06_2020;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;rounds check;bvd_companies_oct;pl_techstack_2020_11_24_success;Greentech Bpifrance,operational,food;biotechnology;agriculture;microbiology;biopesticides;biochemical;agritech;business;manufacturing,60,past,Antoine Drevelle,2018,business,45,45,Université Paris Sud,0,,,
973512,838664274,31/3/2018,3,Veesion,Detect all thefts automatically in real-time,75006,Europe,France,Paris,"Thibault David (CEO,Co-Founder)",0.71,0.71,,nov/2018,Jul-18,business,saas,2018,numérique,security;enterprise software,,,early growth stage,480000-720000,sep/2018,3,Thibault David,3,0,current; current; current,0,0,male; male; male,mixte; mixte; mixte,7;6; 6,0,no;no; no,0,no;no; no,2018; 2018; 2018,Polytechnique; Polytechnique; Polytechnique,corporate; corporate; corporate,https://www.linkedin.com/in/thibault-david-156b0a87/,no,yes,3; 3; 3,710909,no; no; no,0,0,yes; yes; yes,,Top european Angels investments;Atomico 13/07/2020;bvd_v2;bvd_matching_oct_2020;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,security;enterprise software;real time;automated technology;business;saas,30; 30; 30,CEO,Thibault David,2018,business,30,30,Polytechnique,0,,,
923519,808982037,12/1/2015,31,Xtramile,"Creating short and long-term efficient, optimal recruitment processes in simple steps",75013,Europe,France,Paris,Xavier Ragage,0.7,0.7,0.7,sep/2017,Sep-17,business,,2014,autres,jobs recruitment,,,early growth stage,2800000-4200000,sep/2017,1,Xavier Ragage,2,0,current; current,1,2,male; female,University; Business School,10; 7,0,no; no,0,no; no,2021; 2007,Ecole de Guerre; HEC,corporate; corporate,https://www.linkedin.com/in/xavierragage/,no,no,13; 8,700000,no; no,0,0,yes; yes,,Sifted Scouts France;My saved companies;My saved companies;bvd_v2;BPI v5;bvd_matching_oct_2020;morphais_10112020_list_3;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,jobs recruitment;recruitment;branding;reputation;human resources;vivatech2019;semantic ;business,45; 40,CEO; CTO,Xavier Ragage,2014,business,45,45,Ecole de Guerre,0,,,big data;machine learning;artificial intelligence
1811916,790719132,1/1/2013,84,Luxia scientific,Specialist of the European intestinal microbiota,75012,Europe,France,Paris,Alessandra (Sandra) Cervino (CEO),0.7,0.7,0.7,jan/2020,Jan-20,business,manufacturing,2013,santé,health,biotechnology,,seed stage,2800000-4200000,jan/2020,1,Alessandra (Sandra) Cervino,1,0,current,1,1,female,University,11,0,no,0,no,2000,University of Oxford,Corporate,https://www.linkedin.com/i#N/Alessandra-cervino/,no,no,13,700000,yes,1,1,no,missed_deeptech,My saved companies;French Female Founders;morphais_10112020_list_3;SoET,operational,health;business;manufacturing,45,CEO,Alessandra (Sandra) Cervino,2013,business,45,45,University of Oxford,1,,,
894885,811315829,17/4/2015,#NUM!,Orosound,"Next generation of noise-cancelling earphones. Helps users improve their wellbeing, concentration and productivity in the workplace",75002,Europe,France,Paris,Eric Benhaim;Pierre Guiu (CEO),0.68,0.68,0.68,jul/2017,Apr-15,consumer,manufacturing,2015,autres,home living,,,early growth stage,2720000-4079999,jul/2017,3,Eric Benhaim,2,0,current; current,0,0,male; male,Engineer; Engineer,5; 9,1,no; yes,0,no; no,2005; 2015,Technical University of Denmark; Telecom ParisTech,corporate; engineer,https://www.linkedin.com/in/ericbenhaim/,no,no,9; 7,680000,no; no,0,0,yes; yes,,Stripe Companies;All Companies Founders - Station F;My saved companies;My saved companies;Top european Angels investments;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;rounds check;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,home living;well-being;consumer electronics;audio;headphones;vivatech2019;sound technology;consumer;manufacturing,35; 35,CEO; CTO,Pierre Guiu,2015,business,35,35,Technical University of Denmark,0,,,deep tech;machine learning;artificial intelligence
899642,533716817,17/6/2011,44,First light imaging,Designs and manufactures scientific cameras that combine extreme sensitivity and high speed for both visible and infrared spectra,13590,Europe,France,Meyreuil,Jean-luc gach;David Boutolleau,0.65,0.65,0.65,mar/2015,Mar-15,business,manufacturing,2011,électronique,robotics,,,early growth stage,,,1,Jean-luc gach;David Boutolleau,2,0,current; current,0,0,male; male,University; University,3; 13,1,no; yes,0,no; no,1995; 2018,Université Montpellier 1; Aix-Marseille Université,corporate; Engineer,https://www.linkedin.com/in/jean-luc-gach-a826b788/;https://www.linkedin.com/in/david-boutolleau-2461a728/,no;no,no;no,11;13,654617;654617,no; no,0,0,yes; yes,missed_deeptech,SMEI;Horizon 2020 portfolio;Space tech;bvd_v2;Bpifrance DeepTech List v3;BPI v5;EIC Oct2020;bvd_matching_oct_2020;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,robotics;information technology;camera;infrared;imaging technology;space tech;space technology;business;manufacturing,45; 45,CEO; CSO,David Boutolleau ,2009,business,45,45,Université Montpellier 1,0,,,big data;computer vision;deep tech
1464696,533199030,31/5/2011,28,Crosslux,CieNum : Crateur et Oprateur de Services Internet,,Europe,France,Rousset,"Marc Ricci (CEO,Co-Founder)",0.64,0.64,0.64,oct/2013,Oct-13,,,2011,énergie,energy,,,early growth stage,2540000-3810000,oct/2013,1,Marc Ricci,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
173208,529396608,3/1/2011,35,Synthelis,"French biotech company specialized in production, purification and characterization of membrane proteins,  provides a solution to a well known challenge in terms of biotechnological production – namely the synthesized production of membrane proteins",,Europe,France,La Tronche,"Bruno Tillier (Co-Founder,CEO & President)",0.61,0.61,0.61,jan/2014,Jan-14,business,manufacturing,2011,santé,health,biotechnology,,seed stage,2440000-3660000,jan/2014,1,Bruno Tillier,1,0,current,0,0,male,University,5,0,no,0,no,2005,University of Calgary,corporate,#N/A,no,no,0,610000,no,0,0,yes,,TS1 Morphais;TS1 sublist 2;Morphais Joined List;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;biotechnology;business;manufacturing,40,CEO,Bruno Tillier,2011,business,40,40,University of Calgary,0,,,
924641,822254637,30/8/2016,12,Power Design Technologies,Computer-Aided Engineering platform that helps engineers design power converters,,Europe,France,Toulouse,,0.6,0.6,0.6,sep/2017,Sep-17,,,2016,vide,,,,early growth stage,2400000-3600000,sep/2017,1,,1,0,Current,0,0,male,mixte,12,1,yes,0,no,2015,Toulouse School of management,Research,,,,6,,no,0,0,yes,missed_deeptech,IC design / development + other relevant companies;bvd_v2;bvd_matching_oct_2020;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,power;platform;energy efficiency;engineering services;green technology;industrial technology;simulation tech,45,CEO,Nicolas Videau,2016,scientific,45,45,Toulouse School of management,0,,,
951941,829278720,26/4/2017,8,Wavely,"Specialized in acoustic innovation, with the development of two products",,Europe,France,Lille,,0.6,0.6,0.6,jan/2018,Jan-18,business,saas,2017,numérique,enterprise software,,,early growth stage,2400000-3600000,jan/2018,1,,3,0,current;current;current,1,2,male;female;male,mixte;mixte;University,10;#N/A; 8,1,yes;no;yes,0,no;no;no,2010;2012;2007,Technische Universität Berlin;HEC;University of Oxford,engineer;other;research,,,,10;3;10,,no;no;yes,1,0,yes;yes;yes,,bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;SoET;bvd_companies_oct;Greentech Bpifrance;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,enterprise software;analytics;developer tools;vivatech2019;business;saas,40;35;40,CEO;CTO;CTO,Nicolas Côté,2015,engineer,40,40,Technische Universität Berlin,0,,,
910929,814984860,1/12/2015,#NUM!,E-Odyn,Algorithm for calculating surface currents from the AIS (Automatic Identification System) geolocation data transmitted by ships,29280,Europe,France,Plouzané,Yann Guichoux;Steve (Stephane) Bennour,0.6,0.6,0.6,2017,2017,,saas,2015,numérique,enterprise software,,,seed stage,2400000-3600000,2017,1,Yann Guichoux;Steve (Stephane) Bennour,2,0,current; current,0,0,male; male,#N/A; Engineer,#N/A; 5,0,#N/A; no,0,#N/A; no,#N/A; 1995,#N/A; EPITA,Corporate; corporate,https://www.linkedin.com/in/yann-guichoux-512544104/;#N/A,no;no,no;no,2; 23,600000;600000,no; yes,1,1,yes;no,,bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,enterprise software;analytics;remote sensing;geopositioning;identity management;marine;saas,40; 50,CEO; CTO,Yann Guichoux,2015,business,40,40,#N/A,0,,,
26725,792261794,8/4/2013,16,Cogniteev,Helping people get easy access to data they need.,33800,Europe,France,Bordeaux,Tanguy Moal (CTO);Francois Goube (CEO),0.59,0.59,0.59,sep/2014,Sep-14,business,saas,2013,numérique,enterprise software,,online,early growth stage,2363636-3545454,sep/2014,1,,1,0,current,0,0,male,mixte,6,0,no,1,yes,2004,TBS,Corporate,,,,11,,yes,1,1,no,,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;SoET;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,enterprise software;information technology;developer tools;analytics;social;sharing economy;open source;platform;app;seo;social media;monitoring;arts & culture;automated technology;search engine;semantic ;semantic search;business;saas,45,CEO,François Goube,2013,business,45,45,TBS,1,,,big data;deep tech
1448132,752935791,18/7/2012,#NUM!,Air-Serenity,Filter the air you breathe thanks to a breakthrough purification technology,91400,Europe,France,Orsay,,0.58,0.58,0.56,sep/2017,Jan-11,consumer,manufacturing,2012,santé,health,,,seed stage,2240000-3360000,sep/2017,4,Matthieu Coutière,1,0,current,0,0,male,Engineer,5,1,yes,0,no,2010,Polytechnique,Engineer,#N/A,no,no,3,582636,no,0,0,yes,,Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;Import App Links;morphais_10112020_list_3;SoET;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;health care;consumer;manufacturing,40,CTO,Mathieu Coutière,2015,business,40,40,Polytechnique,0,,,deep tech;iot internetofthings
973456,814956900,17/11/2015,31,Onhys,ONHYS – Experience the future,06410,Europe,France,Biot,Sébastien Paris (CEO),0.5,0.5,0.5,jul/2018,Jul-18,business,saas,2015,numérique,event tech;enterprise software,,,early growth stage,2000000-3000000,jul/2018,1,Sébastien Paris,1,0,current,0,0,male,University,9,1,yes,0,no,2007,Université de Rennes 1,Mixte,https://linkedin.com/in/parissebastien/,no,no,12,500000,no,0,0,yes,,Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,event tech;enterprise software;smart city;business;saas,45,CEO,Sébastien Paris,2015,mixte,45,45,Université de Rennes 1,0,,,
915048,811573997,20/5/2015,24,Lamark,Identification solutions for still images,35000,Europe,France,Rennes,"Mathieu Desoubeaux (Co-Founder,CEO IMATAG)",0.5,0.5,0.5,jun/2017,Jun-17,business,,2015,autres,media;marketing,content production,,early growth stage,2000000-3000000,jun/2017,1,Mathieu Desoubeaux,1,0,current,0,0,male,University,9,1,yes,0,no,2013,University of Montpellier,Corporate,https://linkedin.com/in/mathieudesoubeaux/,no,no,8,500000,no,0,0,yes,,Discarded recommendations;My saved companies;My saved companies;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,media;marketing;identity management;image recognition;visualization;business,40,CEO,Mathieu Desoubeaux,2015,business,45,45,University of Montpellier,0,,,deep tech;artificial intelligence
892048,810205799,10/3/2015,15,Pixyl,Neuroimaging software that automaticaly analyzes images,38700,Europe,France,La Tronche,"Senan Doyle (CEO,Co-Founder)",0.5,0.5,0.5,jan/2017,Jul-16,business,saas,2015,santé,health;enterprise software,medical devices,,early growth stage,2000000-3000000,jan/2017,2,Senan Doyle,1,0,current,0,0,male,University,8,1,yes,0,no,2007,Trinity College Dublin,Research,https://www.linkedin.com/in/senandoyle/,no,no,7,530000,no,0,0,yes,,Medical Imaging;My saved companies;My saved companies;bvd_v2;BPI v5;bvd_matching_oct_2020;rounds check;My saved companies;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;enterprise software;biotechnology;stroke;neurology;analytics;healthcare;patient care;business;saas,40,CEO,Senan Doyle,2015,scientific,40,40,Trinity College Dublin,0,,,deep tech;artificial intelligence
882266,810796953,9/4/2015,1,Angus.AI,Hosted video monitoring API that delivers automatic notifications when something interesting happens,75013,Europe,France,Paris,Aurélien Moreau;Gwennael Gate (Co-Founder),0.5,0.5,0.5,feb/2017,Jun-15,business;consumer,saas,2015,numérique,enterprise software,,,seed stage,2000000-3000000,feb/2017,3,Aurélien Moreau;Gwennael Gate,2,1,current; past,0,0,male; male,University; Engineer,6; 7,1,yes;yes,0,no;no,2009;2009,Université Pierre et Marie Curie;MINES ParisTech,corporate;Engineer,https://www.linkedin.com/in/yienyien/;https://www.linkedin.com/in/gwennaelgate/,no;no,no;yes,11; 10,500000;500000,no;no,0,0,yes;yes,Artificial intelligence,Stripe Companies;Ross Sheil Stripe Upload;All Companies Founders - Station F;AI Landscape by tech;AI by industry;My saved companies;My saved companies;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;rounds check;SoET;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,enterprise software;human computer interaction;gesture recognition;voice recognition;video;monitoring;api;analytics;speech recognition;behavioral analysis;emotions;facial recognition;notification;retail;platform;vision;business;consumer;saas,35;40,CEO;past,Aurélien Moreau,2015,business,35,35,Université Pierre et Marie Curie,0,,,deep tech;machine learning;recognition technology;artificial intelligence
883351,812674695,4/5/2015,14,Digeiz,"2.0 footfall analytics for malls, airports, stations, leveraging CCTV and deep learning",92100,Europe,France,Boulogne-Billancourt,"Julien Desmarais (CTO,Co-Founder)",0.5,0.5,0.5,aug/2016,Aug-16,business,saas,2015,numérique,marketing;enterprise software,marketing analytics,,early growth stage,,,1,Julien Desmarais,1,0,current,0,0,male,mixte,8+,1,yes,0,no,2015,université technique d'eindhoven,research,6,no,yes,33,CTO,Nicolas Bouvattier,#N/A,0,yes;yes,Business,35,EDHEC,no,33,CTO,Nicolas Bouvattier,2017,business,35,35,EDHEC,0,,,deep learning;3d technology
1757625,531301174,1/3/2011,60,Elvesys,"World leader in premium microfluidic instrumentation with a mission to develop microfluidic instruments that go beyond the state of the art, to allow researchers to redefine the state of the art in their fields",75011,Europe,France,Paris,Guilhem velvé casquillas (CEO),0.5,0.5,0.5,mar/2016,Mar-16,business,manufacturing,2011,santé,health,biotechnology,,early growth stage,,,1,Maël le Berre;Mathieu Velve Casquillas,2,0,current;current,0,0,male;male,university;engineer,8+;5,1,yes;no,0,no;no,2009;2003,Ecole normale supérieure Paris-Saclay;Arts et métiers,startup;consulting,5;4,no;no,yes;yes,43;42,Co-founder;co-founder,Guilhem Velvé Casquillas,#N/A,0,yes,engineer,40,ESIEE,no,43;42,Co-founder;co-founder,Guilhem Velvé Casquillas,2011,engineer,40,40,ESIEE,0,,,deep tech;iot internetofthings
969375,801463902,24/3/2014,23,Cherry Biotech,Cherry Biotech | Temperature control for live cell imaging,35000,Europe,France,Rennes,Jeremy Cramer,0.49,0.49,0.24,mar/2018,Mar-16,business,manufacturing,2014,santé,health,biotechnology,,early growth stage,,,2,Guilhem velvé casquillas;Jeremy Cramer,2,1,past;current,0,0,male;male,engineer;engineer,7;8+,1,no;yes,0,no;no,2005;2015,"Ecole normale supérieure Paris-Saclay,ESIEE;Arts et Métiers,Ecole normale supérieure Paris-Saclay",startup;startup,18;6,yes;yes,no;no,40;35,"co-founder,CEO",Jeremy Cramer,#N/A,0,yes;yes,engineer,35,"Arts et Métiers,Ecole normale supérieure Paris-Saclay",yes,40;35,"co-founder,CEO",Jeremy Cramer,2014,engineer,35,35,"Arts et Métiers,Ecole normale supérieure Paris-Saclay",1,,,big data;computer vision;deep tech
